date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Volume,BuyAmount,SellAmount,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Dealer_Hedging_buy,Dealer_self_buy,Foreign_Investor_buy,Investment_Trust_buy,Dealer_Hedging_sell,Dealer_self_sell,Foreign_Investor_sell,Investment_Trust_sell
2003-09-10,0050,4903000,221018610,45.5,45.6,44.8,45.1,-0.6,957,,,,510,0,114750,768,6143,6401,343,118,0,114750,170,1734,1682,,,,,,,,
2003-09-12,0050,2730000,123270760,45.04,45.47,44.8,45.47,0.37,473,,,,261,3,114750,156,6245,6143,200,53,0,114750,121,1802,1734,,,,,,,,
2003-09-15,0050,2946000,132703240,45.45,45.45,44.92,45.0,-0.47,427,,,,223,13,114750,97,6362,6249,251,73,0,114750,85,1814,1802,,,,,,,,
2003-09-16,0050,2267000,102586360,44.6,45.49,44.6,45.45,0.45,506,,,,319,0,114750,327,6358,6366,376,176,0,114750,194,1832,1814,,,,,,,,
2003-09-17,0050,5547000,254206540,45.83,45.99,45.7,45.79,0.34,745,,,,566,50,114250,588,6289,6361,221,68,0,114250,183,1947,1832,,,,,,,,
2003-09-18,0050,1464000,66772040,45.8,45.8,45.4,45.68,-0.11,450,,,,261,0,114250,189,6362,6290,196,79,0,114250,40,1908,1947,,,,,,,,
2003-09-19,0050,6913000,316947000,45.68,46.0,45.6,45.8,0.12,630,,,,221,0,164250,415,6168,6362,260,205,0,164250,61,1764,1908,,,,,,,,
2003-09-22,0050,5920000,267846020,45.5,45.5,45.0,45.0,-0.8,609,,,,370,1,164250,367,6170,6168,127,56,0,164250,85,1793,1764,,,,,,,,
2003-09-23,0050,6887000,308671570,44.7,45.0,44.7,44.8,-0.2,747,,,,313,0,164250,102,6381,6170,266,213,0,164250,53,1633,1793,,,,,,,,
2003-09-24,0050,3625000,162609340,44.98,45.0,44.71,44.85,0.05,415,,,,296,0,163750,635,6042,6381,228,32,0,163750,59,1660,1633,,,,,,,,
2003-09-25,0050,6414000,286867240,44.7,44.9,44.2,44.85,0.0,528,,,,46,11,163500,231,5846,6042,253,36,13,163500,371,1982,1660,,,,,,,,
2003-09-26,0050,3001000,134549030,44.85,44.9,44.7,44.85,0.0,323,,,,25,10,163500,178,5683,5846,113,16,2,163500,137,2101,1982,,,,,,,,
2003-09-29,0050,1128000,50426000,44.8,44.81,44.6,44.71,-0.14,205,,,,204,0,163500,18,5869,5683,112,19,0,163500,87,2169,2101,,,,,,,,
2003-09-30,0050,4797000,214452980,44.71,44.9,44.61,44.7,-0.01,412,,,,218,0,163500,146,5941,5869,308,42,0,163500,26,2153,2169,,,,,,,,
2003-10-01,0050,4135000,183356910,44.51,44.51,44.06,44.16,-0.54,526,,,,133,6,163500,232,5836,5941,205,139,1,163500,98,2111,2153,,,,,,,,
2003-10-02,0050,6668000,299251370,44.79,45.4,44.6,45.05,0.89,668,,,,367,0,163000,354,5849,5836,174,53,0,163000,103,2161,2111,,,,,,,,
2003-10-03,0050,4895000,221499440,45.2,45.41,45.07,45.31,0.26,471,,,,452,0,162000,197,6104,5849,93,108,0,162000,29,2082,2161,,,,,,,,
2003-10-06,0050,8892000,408854660,45.7,46.34,45.7,46.25,0.94,881,,,,368,0,151750,457,6015,6104,72,182,0,151750,105,2005,2082,,,,,,,,
2003-10-07,0050,7937000,367585510,46.4,46.4,46.18,46.28,0.03,489,,,,200,0,150750,281,5934,6015,99,28,0,150750,68,2045,2005,,,,,,,,
2003-10-08,0050,1810000,83401240,46.3,46.38,45.87,46.0,-0.28,312,,,,147,0,150500,378,5703,5934,117,69,0,150500,48,2024,2045,,,,,,,,
2003-10-09,0050,5914000,272524950,46.0,46.2,45.9,46.14,0.14,318,,,,287,0,150250,126,5864,5703,166,19,0,150250,14,2019,2024,,,,,,,,
2003-10-13,0050,8657000,405853420,46.4,47.19,46.4,47.19,1.05,608,,,,606,50,147750,552,5873,5869,198,89,0,147750,69,1999,2019,,,,,,,,
2003-10-14,0050,6643000,314441550,47.35,47.52,47.01,47.01,-0.18,514,,,,305,1,147250,543,5634,5873,90,121,0,147250,62,1940,1999,,,,,,,,
2003-10-15,0050,5439000,255722170,47.01,47.3,46.81,47.05,0.04,363,,,,320,20,147250,182,5752,5634,89,82,0,147250,13,1871,1940,,,,,,,,
2003-10-16,0050,10708000,508567060,47.05,47.75,46.98,47.7,0.65,569,,,,428,0,147000,659,5521,5752,283,101,0,147000,21,1791,1871,,,,,,,,
2003-10-17,0050,4645000,221818940,47.8,47.87,47.51,47.79,0.09,379,,,,202,0,147000,337,5386,5521,64,26,0,147000,18,1783,1791,,,,,,,,
2003-10-20,0050,3041000,145807800,47.58,48.1,47.58,48.0,0.21,291,,,,201,0,147000,146,5441,5386,44,42,0,147000,14,1755,1783,,,,,,,,
2003-10-21,0050,3924000,188119110,48.0,48.25,47.49,47.8,-0.2,471,,,,191,0,145250,395,5237,5441,76,17,0,145250,43,1781,1755,,,,,,,,
2003-10-22,0050,2416000,115146310,47.69,47.86,47.43,47.8,0.0,277,,,,68,0,145250,323,4982,5237,135,14,0,145250,16,1783,1781,,,,,,,,
2003-10-23,0050,6883000,324846430,47.3,47.38,47.03,47.1,-0.7,520,,,,380,0,189000,228,5134,4982,121,53,0,189000,30,1760,1783,,,,,,,,
2003-10-24,0050,6866000,322876090,47.0,47.2,46.83,46.95,-0.15,543,,,,217,0,190000,174,5177,5134,224,42,0,190000,33,1751,1760,,,,,,,,
2003-10-27,0050,1728000,81221080,46.95,47.15,46.93,47.0,0.05,318,,,,345,0,190000,94,5428,5177,149,20,0,190000,11,1742,1751,,,,,,,,
2003-10-28,0050,6265000,298264610,47.0,47.89,47.0,47.85,0.85,510,,,,92,0,190000,264,5256,5428,177,34,0,190000,37,1745,1742,,,,,,,,
2003-10-29,0050,13510000,654902080,48.5,48.6,48.0,48.0,0.15,897,,,,207,0,189750,437,5021,5251,123,16,0,189750,82,1811,1745,,,,,,,,
2003-10-30,0050,5127000,247928850,48.21,49.0,48.0,48.16,0.16,438,,,,71,0,189000,135,4957,5021,136,12,0,189000,30,1829,1811,,,,,,,,
2003-10-31,0050,23668000,1140095920,48.15,48.27,47.81,48.0,-0.16,485,,,,163,2,207750,465,4653,4957,237,40,0,207750,50,1839,1829,,,,,,,,
2003-11-03,0050,3215000,154068730,48.0,48.07,47.79,48.0,0.0,479,,,,413,0,207750,178,4888,4653,173,36,0,207750,2,1805,1839,,,,,,,,
2003-11-04,0050,6331000,306226800,48.25,48.55,48.0,48.0,0.0,542,,,,480,0,207750,630,4738,4888,117,30,0,207750,35,1810,1805,,,,,,,,
2003-11-05,0050,4990000,240769250,48.0,48.5,48.0,48.44,0.44,420,,,,127,0,206500,96,4769,4738,90,71,1,206500,55,1793,1810,,,,,,,,
2003-11-06,0050,4923000,236807540,48.55,48.77,47.2,47.6,-0.84,660,,,,233,0,202250,186,4816,4769,154,87,0,202250,35,1741,1793,,,,,,,,
2003-11-07,0050,5698000,270468310,47.51,47.78,47.2,47.78,0.18,598,,,,381,0,199000,120,5077,4816,154,57,0,199000,44,1728,1741,,,,,,,,
2003-11-10,0050,1482000,70574240,47.6,47.78,47.49,47.51,-0.27,339,,,,125,0,199000,170,5032,5077,157,35,0,199000,61,1754,1728,,,,,,,,
2003-11-11,0050,2962000,139648650,47.4,47.49,47.0,47.18,-0.33,511,,,,198,1,199250,79,5150,5032,136,54,0,199250,53,1753,1754,,,,,,,,
2003-11-12,0050,2789000,131484690,47.18,47.23,47.0,47.02,-0.16,349,,,,164,5,199250,156,5153,5150,215,16,0,199250,49,1786,1753,,,,,,,,
2003-11-13,0050,2636000,124868910,47.35,47.58,47.3,47.35,0.33,242,,,,100,0,199750,126,5127,5153,145,36,0,199750,16,1766,1786,,,,,,,,
2003-11-14,0050,2781000,131867150,47.5,47.55,47.25,47.55,0.2,227,,,,177,0,199750,178,5126,5127,152,8,0,199750,26,1784,1766,,,,,,,,
2003-11-17,0050,5041000,236300050,47.3,47.3,46.65,46.7,-0.85,593,,,,346,0,200000,45,5427,5126,112,49,0,200000,15,1750,1784,,,,,,,,
2003-11-18,0050,6796000,316415070,46.7,46.79,46.38,46.6,-0.1,560,,,,237,0,201000,74,5590,5427,174,60,0,201000,17,1707,1750,,,,,,,,
2003-11-19,0050,10670000,490086920,46.0,46.27,45.75,45.99,-0.61,909,,,,387,0,201500,165,5812,5590,56,109,0,201500,86,1684,1707,,,,,,,,
2003-11-20,0050,5539000,254138080,46.19,46.19,45.6,45.6,-0.39,687,,,,508,15,201500,151,6154,5812,293,135,0,201500,8,1557,1684,,,,,,,,
2003-11-21,0050,3884000,175905120,45.3,45.6,45.1,45.57,-0.03,566,,,,460,11,202250,697,5906,6154,253,287,0,202250,81,1351,1557,,,,,,,,
2003-11-24,0050,1107000,50425640,45.57,45.6,45.3,45.58,0.01,240,,,,129,0,202250,180,5855,5906,81,9,0,202250,11,1353,1351,,,,,,,,
2003-11-25,0050,3287000,151501570,46.02,46.26,45.89,45.95,0.37,417,,,,106,0,202250,328,5633,5855,186,61,0,202250,37,1329,1353,,,,,,,,
2003-11-26,0050,1970000,90646690,46.19,46.19,45.93,46.0,0.05,234,,,,139,0,202250,73,5699,5633,81,0,0,202250,15,1344,1329,,,,,,,,
2003-11-27,0050,2694000,122740090,46.0,46.0,45.46,45.48,-0.52,431,,,,129,0,202250,210,5618,5699,143,71,0,202250,71,1342,1342,,,,,,,,
2003-11-28,0050,4656000,212429650,46.1,46.1,45.0,45.0,-0.48,496,,,,441,0,202500,77,5982,5618,250,48,0,202500,117,1411,1342,,,,,,,,
2003-12-01,0050,6751000,308351050,45.0,46.2,44.95,46.2,1.2,466,,,,118,0,203250,305,5795,5982,198,32,0,203250,63,1442,1411,,,,,,,,
2003-12-02,0050,2635000,121585880,46.26,46.27,46.0,46.15,-0.05,346,,,,263,0,203250,255,5803,5795,52,5,4,203250,13,1446,1442,,,,,,,,
2003-12-03,0050,3213000,148308400,46.15,46.25,46.01,46.07,-0.08,273,,,,760,0,203250,186,6377,5803,206,10,0,203250,29,1465,1446,,,,,,,,
2003-12-04,0050,3404000,156830210,46.07,46.2,45.85,46.2,0.13,243,,,,122,10,203250,260,6229,6377,33,8,0,203250,47,1504,1465,,,,,,,,
2003-12-05,0050,5251000,242927680,46.4,46.42,46.19,46.27,0.07,305,,,,137,0,203000,76,6290,6229,67,157,0,203000,33,1380,1504,,,,,,,,
2003-12-08,0050,4842000,221490890,45.78,46.3,45.61,46.3,0.03,397,,,,134,0,203000,174,6250,6290,117,63,0,203000,320,1637,1380,,,,,,,,
2003-12-09,0050,2503000,115015140,46.0,46.09,45.8,46.0,-0.3,374,,,,60,0,203000,36,6274,6250,124,6,0,203000,105,1736,1637,,,,,,,,
2003-12-10,0050,5414000,246982790,46.0,46.0,45.42,45.74,-0.26,473,,,,114,0,204000,110,6278,6274,154,55,0,204000,126,1807,1736,,,,,,,,
2003-12-11,0050,1478000,67663080,45.74,45.88,45.7,45.8,0.06,215,,,,87,0,204000,43,6322,6278,257,27,0,204000,6,1786,1807,,,,,,,,
2003-12-12,0050,1462000,67641050,46.79,46.79,46.0,46.1,0.3,321,,,,188,0,205250,292,6218,6322,27,166,0,205250,15,1635,1786,,,,,,,,
2003-12-15,0050,2266000,104826050,46.1,46.45,46.1,46.45,0.35,273,,,,318,0,205250,125,6411,6218,137,37,0,205250,1,1599,1635,,,,,,,,
2003-12-16,0050,7865000,363356050,46.29,46.29,46.1,46.18,-0.27,273,,,,180,0,208250,173,6418,6411,55,1,0,208250,31,1629,1599,,,,,,,,
2003-12-17,0050,11143000,508106360,46.2,46.25,44.9,45.3,-0.88,1039,,,,358,0,209250,328,6448,6418,169,72,0,209250,72,1629,1629,,,,,,,,
2003-12-18,0050,5103000,231149140,45.4,45.4,45.2,45.4,0.1,458,,,,148,0,210250,47,6549,6448,317,170,0,210250,14,1473,1629,,,,,,,,
2003-12-19,0050,5240000,237357230,45.59,45.6,45.12,45.15,-0.25,380,,,,397,0,211000,114,6832,6549,595,7,0,211000,30,1496,1473,,,,,,,,
2003-12-22,0050,3920000,179078200,45.15,45.8,45.15,45.78,0.63,385,,,,257,0,211750,470,6619,6832,308,39,0,211750,3,1460,1496,,,,,,,,
2003-12-23,0050,1645000,75240470,45.78,45.81,45.6,45.8,0.02,185,,,,28,0,211750,54,6593,6619,278,1,0,211750,8,1467,1460,,,,,,,,
2003-12-24,0050,1029000,47321680,45.8,46.15,45.7,45.9,0.1,244,,,,119,150,211750,242,6320,6593,154,5,0,211750,20,1482,1467,,,,,,,,
2003-12-25,0050,783000,35973190,45.99,46.11,45.81,45.81,-0.09,161,,,,450,0,212250,115,6655,6320,134,14,0,212250,1,1469,1482,,,,,,,,
2003-12-26,0050,1869000,85563630,45.9,46.1,45.7,45.75,-0.06,230,,,,68,10,213000,135,6578,6655,57,15,0,213000,45,1499,1469,,,,,,,,
2003-12-29,0050,3893000,177218790,45.75,45.82,45.3,45.42,-0.33,304,,,,156,0,213750,47,6687,6578,192,14,0,213750,61,1546,1499,,,,,,,,
2003-12-30,0050,4803000,219887070,45.79,45.9,45.45,45.9,0.48,364,,,,245,0,214750,85,6847,6687,49,141,0,214750,4,1409,1546,,,,,,,,
2003-12-31,0050,3519000,161693680,46.0,46.08,45.9,45.92,0.02,353,,,,256,0,215750,90,7013,6847,274,39,0,215750,5,1375,1409,,,,,,,,
2004-01-02,0050,16325000,762618140,46.14,47.3,45.92,47.3,1.38,1225,,,,1244,0,218250,456,7801,7013,314,150,0,218250,132,1357,1375,,,,,,,,
2004-01-05,0050,10376000,494647630,47.3,47.84,47.3,47.8,0.5,1131,,,,813,1,219000,564,8047,7799,76,43,2,219000,75,1385,1355,,,,,,,,
2004-01-06,0050,7741000,370554660,48.0,48.1,47.7,47.8,0.0,657,,,,379,0,219500,432,7994,8047,85,36,0,219500,11,1360,1385,,,,,,,,
2004-01-07,0050,6398000,307702800,47.95,48.44,47.8,47.8,0.0,829,,,,298,0,220500,560,7732,7994,47,56,0,220500,35,1339,1360,,,,,,,,
2004-01-08,0050,3477000,166880800,47.9,48.18,47.8,48.08,0.28,663,,,,318,2,221000,331,7717,7732,13,10,0,221000,23,1352,1339,,,,,,,,
2004-01-09,0050,7688000,372834230,48.4,48.74,48.38,48.41,0.33,840,,,,303,2,221000,638,7380,7717,126,68,2,221000,123,1405,1352,,,,,,,,
2004-01-12,0050,6977000,338062480,48.41,48.59,48.3,48.53,0.12,519,,,,596,9,221000,231,7736,7380,137,20,0,221000,63,1448,1405,,,,,,,,
2004-01-13,0050,5508000,267291720,48.7,48.7,48.21,48.48,-0.05,511,,,,868,1,221000,101,8502,7736,67,53,0,221000,53,1448,1448,,,,,,,,
2004-01-14,0050,7776000,380269200,48.3,49.11,48.23,48.95,0.47,758,,,,1374,42,222750,264,9570,8502,65,110,0,222750,28,1366,1448,,,,,,,,
2004-01-15,0050,3971000,194096980,49.0,49.0,48.72,48.94,-0.01,455,,,,919,1,222750,1042,9446,9570,56,29,0,222750,4,1341,1366,,,,,,,,
2004-01-16,0050,5598000,274259950,49.0,49.19,48.8,48.9,-0.04,594,,,,1143,27,223250,571,9991,9446,66,62,0,223250,12,1291,1341,,,,,,,,
2004-01-27,0050,6713000,330976320,49.5,49.51,49.1,49.11,0.21,756,,,,961,140,222750,726,10085,9990,201,135,0,222750,20,1176,1291,,,,,,,,
2004-01-28,0050,16573000,812564630,49.1,49.2,48.91,49.03,-0.08,810,,,,148,0,221500,394,9839,10085,67,31,0,221500,22,1167,1176,,,,,,,,
2004-01-29,0050,11158000,542216080,48.9,48.9,48.46,48.6,-0.43,739,,,,416,51,220000,761,9443,9839,75,20,0,220000,65,1212,1167,,,,,,,,
2004-01-30,0050,4238000,205878500,48.6,48.62,48.5,48.52,-0.08,373,,,,431,36,219750,356,9482,9443,99,15,0,219750,21,1218,1212,,,,,,,,
2004-02-02,0050,5168000,249750440,48.53,48.56,48.01,48.3,-0.22,476,,,,303,0,219000,1468,8317,9482,3,38,0,219000,40,1220,1218,,,,,,,,
2004-02-03,0050,7358000,349312380,47.99,47.99,47.32,47.66,-0.64,827,,,,247,0,219000,510,8054,8317,141,162,0,219000,114,1172,1220,,,,,,,,
2004-02-04,0050,4757000,225761190,47.5,47.59,47.35,47.45,-0.21,371,,,,86,0,218750,632,7508,8054,79,48,0,218750,67,1191,1172,,,,,,,,
2004-02-05,0050,3139000,149120540,47.3,47.68,47.2,47.45,0.0,494,,,,208,0,218750,208,7508,7508,66,35,0,218750,32,1188,1191,,,,,,,,
2004-02-06,0050,5801000,277395120,47.5,47.98,47.5,47.91,0.46,521,,,,127,5,219250,285,7345,7508,37,16,0,219250,58,1230,1188,,,,,,,,
2004-02-09,0050,4237000,205081810,48.0,48.6,48.0,48.5,0.59,575,,,,189,4,218750,260,7270,7345,33,97,0,218750,32,1165,1230,,,,,,,,
2004-02-10,0050,7665000,371421620,48.7,48.7,48.25,48.54,0.04,542,,,,84,0,218500,836,6518,7270,14,13,0,218500,60,1212,1165,,,,,,,,
2004-02-11,0050,5264000,254721750,48.5,48.5,48.26,48.37,-0.17,686,,,,68,0,218000,788,5798,6518,22,3,0,218000,12,1221,1212,,,,,,,,
2004-02-12,0050,8114000,396693580,48.5,49.26,48.4,48.59,0.22,849,,,,283,0,217500,597,5484,5798,221,126,0,217500,133,1228,1221,,,,,,,,
2004-02-13,0050,6138000,301275790,48.61,49.47,48.6,49.46,0.87,664,,,,196,0,215750,306,5374,5484,83,31,0,215750,70,1267,1228,,,,,,,,
2004-02-16,0050,4154000,204417200,49.46,49.46,49.04,49.2,-0.26,436,,,,131,0,215750,121,5384,5374,35,25,0,215750,94,1336,1267,,,,,,,,
2004-02-17,0050,4645000,228974460,49.21,49.5,49.16,49.5,0.3,336,,,,17,0,214250,402,4999,5384,16,24,0,214250,4,1316,1336,,,,,,,,
2004-02-18,0050,4018000,198896410,49.55,49.7,49.32,49.53,0.03,450,,,,69,0,215750,250,4818,4999,29,8,0,215750,52,1360,1316,,,,,,,,
