date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover,Volume,BuyAmount,SellAmount,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,Dealer_Hedging_buy,Dealer_self_buy,Foreign_Investor_buy,Investment_Trust_buy,Dealer_Hedging_sell,Dealer_self_sell,Foreign_Investor_sell,Investment_Trust_sell
2000-03-03,2330,10175279,2061385604,202.0,204.0,202.0,203.0,0.0,3232,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-04,2330,11936388,2440197409,205.0,207.0,203.0,204.0,1.0,3830,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-06,2330,12658000,2544310000,204.0,205.0,199.0,200.0,-4.0,3925,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-07,2330,14657856,2912046344,198.0,201.0,197.0,199.0,-1.0,4758,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-08,2330,11346273,2239250054,198.0,199.0,196.0,198.0,-1.0,4099,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-09,2330,12585375,2508943338,198.0,200.0,198.0,200.0,2.0,3836,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-10,2330,17500749,3457538051,201.0,202.0,194.0,195.0,-5.0,6160,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-13,2330,40641919,7461491332,190.0,190.0,182.0,182.0,-13.0,14524,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-14,2330,25465179,4695576447,182.0,187.0,180.0,186.0,4.0,9412,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-15,2330,26992695,4992293645,185.0,188.0,182.0,183.0,-3.0,7192,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-16,2330,40862260,7319467965,179.0,186.0,172.0,184.0,1.0,12867,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-17,2330,46864550,8715173478,185.0,190.0,183.0,190.0,6.0,14509,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-20,2330,3709227,682827010,184.0,184.0,184.0,184.0,-6.0,1559,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-21,2330,78356954,14625654427,178.0,196.0,178.0,195.0,11.0,20333,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-22,2330,43281868,8326099075,192.0,198.0,189.0,192.0,-3.0,14013,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-23,2330,49041506,9742072613,194.0,203.0,193.0,201.0,9.0,17398,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-24,2330,33181808,6607569941,201.0,201.0,196.0,198.0,-3.0,9253,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-27,2330,45128798,9373634975,200.0,211.0,200.0,211.0,13.0,15029,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-28,2330,31819728,6662754856,212.0,214.0,207.0,209.0,-2.0,11389,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-29,2330,18498525,3806410066,208.0,208.0,204.0,204.0,-5.0,7428,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-30,2330,39878129,8315917281,204.0,212.0,204.0,208.0,4.0,11072,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,2330,22235618,4591729433,207.0,210.0,205.0,205.0,-3.0,6976,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-01,2330,17769295,3694100894,206.0,210.0,205.0,210.0,5.0,6549,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-05,2330,32134000,6624337000,201.0,210.0,201.0,208.0,-2.0,8939,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-06,2330,25787975,5306007149,208.0,211.0,202.0,202.0,-6.0,8954,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-07,2330,19459740,3921078502,204.0,205.0,200.0,200.0,-2.0,6870,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-08,2330,17426359,3495410441,202.0,203.0,199.0,200.0,0.0,6991,,,,,,,,,,,,,,,,,,,,,,,,
2000-04-10,2330,35636000,7427915000,201.0,213.0,200.0,210.0,10.0,13399,,,,,,,,,,,,,,,,,,,,,,,,
